time,subsystem,contract_id,message
5850.0,EnvironmentalLoads,A2,Environmental parameters out of valid modelled range.
5850.0,EnvironmentalLoads,G2,Environmental forces exceed defined envelope.
5855.0,EnvironmentalLoads,A2,Environmental parameters out of valid modelled range.
5855.0,EnvironmentalLoads,G2,Environmental forces exceed defined envelope.
5860.0,EnvironmentalLoads,A2,Environmental parameters out of valid modelled range.
5865.0,EnvironmentalLoads,A2,Environmental parameters out of valid modelled range.
5875.0,EnvironmentalLoads,A2,Environmental parameters out of valid modelled range.
5885.0,EnvironmentalLoads,A2,Environmental parameters out of valid modelled range.
5900.0,EnvironmentalLoads,A2,Environmental parameters out of valid modelled range.
5905.0,EnvironmentalLoads,A2,Environmental parameters out of valid modelled range.
5910.0,EnvironmentalLoads,A2,Environmental parameters out of valid modelled range.
5915.0,EnvironmentalLoads,G2,Environmental forces exceed defined envelope.
5920.0,EnvironmentalLoads,A2,Environmental parameters out of valid modelled range.
5925.0,EnvironmentalLoads,A2,Environmental parameters out of valid modelled range.
5925.0,EnvironmentalLoads,G2,Environmental forces exceed defined envelope.
5930.0,EnvironmentalLoads,A2,Environmental parameters out of valid modelled range.
5935.0,EnvironmentalLoads,A2,Environmental parameters out of valid modelled range.
5945.0,EnvironmentalLoads,A2,Environmental parameters out of valid modelled range.
5950.0,EnvironmentalLoads,A2,Environmental parameters out of valid modelled range.
5955.0,EnvironmentalLoads,A2,Environmental parameters out of valid modelled range.
5960.0,EnvironmentalLoads,A2,Environmental parameters out of valid modelled range.
5970.0,EnvironmentalLoads,A2,Environmental parameters out of valid modelled range.
5975.0,EnvironmentalLoads,A2,Environmental parameters out of valid modelled range.
5985.0,EnvironmentalLoads,A2,Environmental parameters out of valid modelled range.
5990.0,EnvironmentalLoads,A2,Environmental parameters out of valid modelled range.
6000.0,EnvironmentalLoads,A2,Environmental parameters out of valid modelled range.
6010.0,EnvironmentalLoads,A2,Environmental parameters out of valid modelled range.
6015.0,EnvironmentalLoads,A2,Environmental parameters out of valid modelled range.
6020.0,EnvironmentalLoads,A2,Environmental parameters out of valid modelled range.
6025.0,EnvironmentalLoads,A2,Environmental parameters out of valid modelled range.
6025.0,EnvironmentalLoads,G2,Environmental forces exceed defined envelope.
6030.0,EnvironmentalLoads,A2,Environmental parameters out of valid modelled range.
6035.0,EnvironmentalLoads,A2,Environmental parameters out of valid modelled range.
6035.0,EnvironmentalLoads,G2,Environmental forces exceed defined envelope.
6040.0,EnvironmentalLoads,A2,Environmental parameters out of valid modelled range.
6050.0,EnvironmentalLoads,A2,Environmental parameters out of valid modelled range.
6060.0,EnvironmentalLoads,A2,Environmental parameters out of valid modelled range.
6060.0,EnvironmentalLoads,G2,Environmental forces exceed defined envelope.
6070.0,EnvironmentalLoads,A2,Environmental parameters out of valid modelled range.
6070.0,EnvironmentalLoads,G2,Environmental forces exceed defined envelope.
6075.0,EnvironmentalLoads,A2,Environmental parameters out of valid modelled range.
6080.0,EnvironmentalLoads,G2,Environmental forces exceed defined envelope.
6085.0,EnvironmentalLoads,A2,Environmental parameters out of valid modelled range.
6105.0,EnvironmentalLoads,A2,Environmental parameters out of valid modelled range.
6105.0,EnvironmentalLoads,G2,Environmental forces exceed defined envelope.
6115.0,EnvironmentalLoads,A2,Environmental parameters out of valid modelled range.
6125.0,EnvironmentalLoads,A2,Environmental parameters out of valid modelled range.
6130.0,EnvironmentalLoads,A2,Environmental parameters out of valid modelled range.
6135.0,EnvironmentalLoads,A2,Environmental parameters out of valid modelled range.
6140.0,EnvironmentalLoads,A2,Environmental parameters out of valid modelled range.
6145.0,EnvironmentalLoads,A2,Environmental parameters out of valid modelled range.
6150.0,EnvironmentalLoads,A2,Environmental parameters out of valid modelled range.
6155.0,EnvironmentalLoads,A2,Environmental parameters out of valid modelled range.
6160.0,EnvironmentalLoads,A2,Environmental parameters out of valid modelled range.
6165.0,EnvironmentalLoads,A2,Environmental parameters out of valid modelled range.
6175.0,EnvironmentalLoads,A2,Environmental parameters out of valid modelled range.
6185.0,EnvironmentalLoads,A2,Environmental parameters out of valid modelled range.
6190.0,EnvironmentalLoads,A2,Environmental parameters out of valid modelled range.
6195.0,EnvironmentalLoads,A2,Environmental parameters out of valid modelled range.
6195.0,EnvironmentalLoads,G2,Environmental forces exceed defined envelope.
6200.0,EnvironmentalLoads,A2,Environmental parameters out of valid modelled range.
6205.0,EnvironmentalLoads,A2,Environmental parameters out of valid modelled range.
6220.0,EnvironmentalLoads,A2,Environmental parameters out of valid modelled range.
6230.0,EnvironmentalLoads,A2,Environmental parameters out of valid modelled range.
6235.0,EnvironmentalLoads,A2,Environmental parameters out of valid modelled range.
6245.0,EnvironmentalLoads,A2,Environmental parameters out of valid modelled range.
6255.0,EnvironmentalLoads,A2,Environmental parameters out of valid modelled range.
6260.0,EnvironmentalLoads,G2,Environmental forces exceed defined envelope.
6265.0,EnvironmentalLoads,A2,Environmental parameters out of valid modelled range.
6270.0,EnvironmentalLoads,A2,Environmental parameters out of valid modelled range.
6270.0,EnvironmentalLoads,G2,Environmental forces exceed defined envelope.
6275.0,EnvironmentalLoads,A2,Environmental parameters out of valid modelled range.
6285.0,EnvironmentalLoads,A2,Environmental parameters out of valid modelled range.
6295.0,EnvironmentalLoads,A2,Environmental parameters out of valid modelled range.
6295.0,EnvironmentalLoads,G2,Environmental forces exceed defined envelope.
6300.0,EnvironmentalLoads,G2,Environmental forces exceed defined envelope.
6310.0,EnvironmentalLoads,G2,Environmental forces exceed defined envelope.
6320.0,EnvironmentalLoads,A2,Environmental parameters out of valid modelled range.
6325.0,EnvironmentalLoads,A2,Environmental parameters out of valid modelled range.
6335.0,EnvironmentalLoads,A2,Environmental parameters out of valid modelled range.
6340.0,EnvironmentalLoads,A2,Environmental parameters out of valid modelled range.
6345.0,EnvironmentalLoads,A2,Environmental parameters out of valid modelled range.
6345.0,EnvironmentalLoads,G2,Environmental forces exceed defined envelope.
6350.0,EnvironmentalLoads,A2,Environmental parameters out of valid modelled range.
6350.0,EnvironmentalLoads,G2,Environmental forces exceed defined envelope.
6355.0,EnvironmentalLoads,A2,Environmental parameters out of valid modelled range.
6365.0,EnvironmentalLoads,A2,Environmental parameters out of valid modelled range.
6370.0,EnvironmentalLoads,A2,Environmental parameters out of valid modelled range.
6380.0,EnvironmentalLoads,A2,Environmental parameters out of valid modelled range.
6385.0,EnvironmentalLoads,A2,Environmental parameters out of valid modelled range.
6385.0,EnvironmentalLoads,G2,Environmental forces exceed defined envelope.
6390.0,EnvironmentalLoads,A2,Environmental parameters out of valid modelled range.
6395.0,EnvironmentalLoads,A2,Environmental parameters out of valid modelled range.
6410.0,HeadingController,G1,Cross-track error exceeds allowed limit.
6415.0,EnvironmentalLoads,A2,Environmental parameters out of valid modelled range.
6415.0,HeadingController,G1,Cross-track error exceeds allowed limit.
6420.0,EnvironmentalLoads,A2,Environmental parameters out of valid modelled range.
6420.0,EnvironmentalLoads,G2,Environmental forces exceed defined envelope.
6420.0,HeadingController,G1,Cross-track error exceeds allowed limit.
6425.0,HeadingController,G1,Cross-track error exceeds allowed limit.
6430.0,EnvironmentalLoads,A2,Environmental parameters out of valid modelled range.
6430.0,EnvironmentalLoads,G2,Environmental forces exceed defined envelope.
6430.0,HeadingController,G1,Cross-track error exceeds allowed limit.
6435.0,HeadingController,G1,Cross-track error exceeds allowed limit.
6440.0,HeadingController,G1,Cross-track error exceeds allowed limit.
6445.0,EnvironmentalLoads,A2,Environmental parameters out of valid modelled range.
6445.0,HeadingController,G1,Cross-track error exceeds allowed limit.
6450.0,HeadingController,G1,Cross-track error exceeds allowed limit.
6455.0,EnvironmentalLoads,A2,Environmental parameters out of valid modelled range.
6455.0,HeadingController,G1,Cross-track error exceeds allowed limit.
6460.0,EnvironmentalLoads,A2,Environmental parameters out of valid modelled range.
6460.0,HeadingController,G1,Cross-track error exceeds allowed limit.
6465.0,HeadingController,G1,Cross-track error exceeds allowed limit.
6470.0,EnvironmentalLoads,A2,Environmental parameters out of valid modelled range.
6470.0,HeadingController,G1,Cross-track error exceeds allowed limit.
6475.0,EnvironmentalLoads,A2,Environmental parameters out of valid modelled range.
6475.0,HeadingController,G1,Cross-track error exceeds allowed limit.
6480.0,EnvironmentalLoads,A2,Environmental parameters out of valid modelled range.
6480.0,HeadingController,G1,Cross-track error exceeds allowed limit.
6485.0,EnvironmentalLoads,A2,Environmental parameters out of valid modelled range.
6485.0,HeadingController,G1,Cross-track error exceeds allowed limit.
6490.0,EnvironmentalLoads,A2,Environmental parameters out of valid modelled range.
6490.0,HeadingController,G1,Cross-track error exceeds allowed limit.
6495.0,HeadingController,G1,Cross-track error exceeds allowed limit.
6500.0,EnvironmentalLoads,A2,Environmental parameters out of valid modelled range.
6500.0,HeadingController,G1,Cross-track error exceeds allowed limit.
6505.0,EnvironmentalLoads,A2,Environmental parameters out of valid modelled range.
6505.0,HeadingController,G1,Cross-track error exceeds allowed limit.
6510.0,HeadingController,G1,Cross-track error exceeds allowed limit.
6515.0,EnvironmentalLoads,A2,Environmental parameters out of valid modelled range.
6515.0,HeadingController,G1,Cross-track error exceeds allowed limit.
6520.0,HeadingController,G1,Cross-track error exceeds allowed limit.
6525.0,EnvironmentalLoads,A2,Environmental parameters out of valid modelled range.
6525.0,HeadingController,G1,Cross-track error exceeds allowed limit.
6530.0,EnvironmentalLoads,A2,Environmental parameters out of valid modelled range.
6530.0,HeadingController,G1,Cross-track error exceeds allowed limit.
6535.0,HeadingController,G1,Cross-track error exceeds allowed limit.
6540.0,EnvironmentalLoads,A2,Environmental parameters out of valid modelled range.
6540.0,HeadingController,G1,Cross-track error exceeds allowed limit.
6545.0,HeadingController,G1,Cross-track error exceeds allowed limit.
6550.0,EnvironmentalLoads,A2,Environmental parameters out of valid modelled range.
6555.0,EnvironmentalLoads,A2,Environmental parameters out of valid modelled range.
6565.0,EnvironmentalLoads,A2,Environmental parameters out of valid modelled range.
6570.0,EnvironmentalLoads,A2,Environmental parameters out of valid modelled range.
6580.0,EnvironmentalLoads,A2,Environmental parameters out of valid modelled range.
6585.0,EnvironmentalLoads,A2,Environmental parameters out of valid modelled range.
6595.0,EnvironmentalLoads,A2,Environmental parameters out of valid modelled range.
6600.0,EnvironmentalLoads,A2,Environmental parameters out of valid modelled range.
6605.0,EnvironmentalLoads,A2,Environmental parameters out of valid modelled range.
6615.0,EnvironmentalLoads,A2,Environmental parameters out of valid modelled range.
6635.0,EnvironmentalLoads,A2,Environmental parameters out of valid modelled range.
6640.0,EnvironmentalLoads,A2,Environmental parameters out of valid modelled range.
6640.0,EnvironmentalLoads,G2,Environmental forces exceed defined envelope.
6650.0,EnvironmentalLoads,A2,Environmental parameters out of valid modelled range.
6655.0,EnvironmentalLoads,A2,Environmental parameters out of valid modelled range.
6670.0,EnvironmentalLoads,A2,Environmental parameters out of valid modelled range.
6680.0,EnvironmentalLoads,A2,Environmental parameters out of valid modelled range.
6690.0,EnvironmentalLoads,A2,Environmental parameters out of valid modelled range.
6695.0,EnvironmentalLoads,A2,Environmental parameters out of valid modelled range.
6695.0,EnvironmentalLoads,G2,Environmental forces exceed defined envelope.
6700.0,EnvironmentalLoads,A2,Environmental parameters out of valid modelled range.
6705.0,EnvironmentalLoads,G2,Environmental forces exceed defined envelope.
6710.0,EnvironmentalLoads,A2,Environmental parameters out of valid modelled range.
6715.0,EnvironmentalLoads,A2,Environmental parameters out of valid modelled range.
6720.0,EnvironmentalLoads,G2,Environmental forces exceed defined envelope.
6735.0,EnvironmentalLoads,G2,Environmental forces exceed defined envelope.
6740.0,EnvironmentalLoads,A2,Environmental parameters out of valid modelled range.
6745.0,EnvironmentalLoads,A2,Environmental parameters out of valid modelled range.
6750.0,EnvironmentalLoads,A2,Environmental parameters out of valid modelled range.
6750.0,EnvironmentalLoads,G2,Environmental forces exceed defined envelope.
6755.0,EnvironmentalLoads,A2,Environmental parameters out of valid modelled range.
6760.0,EnvironmentalLoads,A2,Environmental parameters out of valid modelled range.
6770.0,EnvironmentalLoads,A2,Environmental parameters out of valid modelled range.
6775.0,EnvironmentalLoads,A2,Environmental parameters out of valid modelled range.
6785.0,EnvironmentalLoads,A2,Environmental parameters out of valid modelled range.
6790.0,EnvironmentalLoads,A2,Environmental parameters out of valid modelled range.
6795.0,EnvironmentalLoads,A2,Environmental parameters out of valid modelled range.
6800.0,EnvironmentalLoads,A2,Environmental parameters out of valid modelled range.
6805.0,EnvironmentalLoads,A2,Environmental parameters out of valid modelled range.
6810.0,EnvironmentalLoads,G2,Environmental forces exceed defined envelope.
6815.0,EnvironmentalLoads,A2,Environmental parameters out of valid modelled range.
6820.0,EnvironmentalLoads,A2,Environmental parameters out of valid modelled range.
6825.0,EnvironmentalLoads,A2,Environmental parameters out of valid modelled range.
6830.0,EnvironmentalLoads,A2,Environmental parameters out of valid modelled range.
6830.0,EnvironmentalLoads,G2,Environmental forces exceed defined envelope.
6835.0,EnvironmentalLoads,A2,Environmental parameters out of valid modelled range.
6840.0,EnvironmentalLoads,A2,Environmental parameters out of valid modelled range.
6855.0,EnvironmentalLoads,A2,Environmental parameters out of valid modelled range.
6870.0,EnvironmentalLoads,A2,Environmental parameters out of valid modelled range.
6880.0,EnvironmentalLoads,A2,Environmental parameters out of valid modelled range.
6885.0,EnvironmentalLoads,A2,Environmental parameters out of valid modelled range.
6890.0,EnvironmentalLoads,A2,Environmental parameters out of valid modelled range.
6895.0,EnvironmentalLoads,A2,Environmental parameters out of valid modelled range.
6910.0,EnvironmentalLoads,A2,Environmental parameters out of valid modelled range.
6920.0,EnvironmentalLoads,A2,Environmental parameters out of valid modelled range.
6940.0,EnvironmentalLoads,A2,Environmental parameters out of valid modelled range.
6945.0,EnvironmentalLoads,A2,Environmental parameters out of valid modelled range.
6955.0,EnvironmentalLoads,A2,Environmental parameters out of valid modelled range.
6965.0,EnvironmentalLoads,A2,Environmental parameters out of valid modelled range.
6980.0,EnvironmentalLoads,A2,Environmental parameters out of valid modelled range.
6985.0,EnvironmentalLoads,A2,Environmental parameters out of valid modelled range.
6985.0,EnvironmentalLoads,G2,Environmental forces exceed defined envelope.
6990.0,EnvironmentalLoads,G2,Environmental forces exceed defined envelope.
6995.0,EnvironmentalLoads,A2,Environmental parameters out of valid modelled range.
7010.0,EnvironmentalLoads,A2,Environmental parameters out of valid modelled range.
7015.0,EnvironmentalLoads,A2,Environmental parameters out of valid modelled range.
7020.0,EnvironmentalLoads,A2,Environmental parameters out of valid modelled range.
7025.0,EnvironmentalLoads,G2,Environmental forces exceed defined envelope.
7030.0,EnvironmentalLoads,A2,Environmental parameters out of valid modelled range.
7030.0,EnvironmentalLoads,G2,Environmental forces exceed defined envelope.
7040.0,EnvironmentalLoads,G2,Environmental forces exceed defined envelope.
7045.0,EnvironmentalLoads,A2,Environmental parameters out of valid modelled range.
7050.0,EnvironmentalLoads,G2,Environmental forces exceed defined envelope.
7060.0,EnvironmentalLoads,G2,Environmental forces exceed defined envelope.
7065.0,EnvironmentalLoads,A2,Environmental parameters out of valid modelled range.
7075.0,EnvironmentalLoads,A2,Environmental parameters out of valid modelled range.
7085.0,EnvironmentalLoads,A2,Environmental parameters out of valid modelled range.
7085.0,EnvironmentalLoads,G2,Environmental forces exceed defined envelope.
7090.0,EnvironmentalLoads,A2,Environmental parameters out of valid modelled range.
7100.0,EnvironmentalLoads,A2,Environmental parameters out of valid modelled range.
7105.0,EnvironmentalLoads,G2,Environmental forces exceed defined envelope.
7115.0,EnvironmentalLoads,A2,Environmental parameters out of valid modelled range.
7115.0,EnvironmentalLoads,G2,Environmental forces exceed defined envelope.
7125.0,EnvironmentalLoads,A2,Environmental parameters out of valid modelled range.
7125.0,EnvironmentalLoads,G2,Environmental forces exceed defined envelope.
7135.0,EnvironmentalLoads,A2,Environmental parameters out of valid modelled range.
7155.0,EnvironmentalLoads,A2,Environmental parameters out of valid modelled range.
7175.0,EnvironmentalLoads,A2,Environmental parameters out of valid modelled range.
7180.0,EnvironmentalLoads,A2,Environmental parameters out of valid modelled range.
7185.0,EnvironmentalLoads,A2,Environmental parameters out of valid modelled range.
7190.0,EnvironmentalLoads,A2,Environmental parameters out of valid modelled range.
7190.0,EnvironmentalLoads,G2,Environmental forces exceed defined envelope.
7195.0,EnvironmentalLoads,G2,Environmental forces exceed defined envelope.
7200.0,EnvironmentalLoads,A2,Environmental parameters out of valid modelled range.
7205.0,EnvironmentalLoads,A2,Environmental parameters out of valid modelled range.
7215.0,EnvironmentalLoads,A2,Environmental parameters out of valid modelled range.
7225.0,EnvironmentalLoads,A2,Environmental parameters out of valid modelled range.
7225.0,EnvironmentalLoads,G2,Environmental forces exceed defined envelope.
7235.0,EnvironmentalLoads,A2,Environmental parameters out of valid modelled range.
7240.0,EnvironmentalLoads,A2,Environmental parameters out of valid modelled range.
7245.0,EnvironmentalLoads,G2,Environmental forces exceed defined envelope.
7250.0,EnvironmentalLoads,A2,Environmental parameters out of valid modelled range.
7250.0,EnvironmentalLoads,G2,Environmental forces exceed defined envelope.
7255.0,EnvironmentalLoads,A2,Environmental parameters out of valid modelled range.
7255.0,EnvironmentalLoads,G2,Environmental forces exceed defined envelope.
7270.0,EnvironmentalLoads,A2,Environmental parameters out of valid modelled range.
7280.0,EnvironmentalLoads,A2,Environmental parameters out of valid modelled range.
7285.0,EnvironmentalLoads,A2,Environmental parameters out of valid modelled range.
7290.0,EnvironmentalLoads,A2,Environmental parameters out of valid modelled range.
7300.0,EnvironmentalLoads,A2,Environmental parameters out of valid modelled range.
7310.0,EnvironmentalLoads,A2,Environmental parameters out of valid modelled range.
7315.0,EnvironmentalLoads,A2,Environmental parameters out of valid modelled range.
7320.0,EnvironmentalLoads,G2,Environmental forces exceed defined envelope.
7325.0,EnvironmentalLoads,G2,Environmental forces exceed defined envelope.
7340.0,EnvironmentalLoads,A2,Environmental parameters out of valid modelled range.
7360.0,EnvironmentalLoads,A2,Environmental parameters out of valid modelled range.
7365.0,EnvironmentalLoads,A2,Environmental parameters out of valid modelled range.
7365.0,EnvironmentalLoads,G2,Environmental forces exceed defined envelope.
7370.0,EnvironmentalLoads,A2,Environmental parameters out of valid modelled range.
7385.0,EnvironmentalLoads,A2,Environmental parameters out of valid modelled range.
7410.0,EnvironmentalLoads,A2,Environmental parameters out of valid modelled range.
7425.0,EnvironmentalLoads,A2,Environmental parameters out of valid modelled range.
7440.0,EnvironmentalLoads,A2,Environmental parameters out of valid modelled range.
7445.0,EnvironmentalLoads,G2,Environmental forces exceed defined envelope.
7450.0,EnvironmentalLoads,A2,Environmental parameters out of valid modelled range.
7465.0,EnvironmentalLoads,A2,Environmental parameters out of valid modelled range.
7470.0,EnvironmentalLoads,G2,Environmental forces exceed defined envelope.
7475.0,EnvironmentalLoads,G2,Environmental forces exceed defined envelope.
7475.0,HeadingController,G1,Cross-track error exceeds allowed limit.
7480.0,HeadingController,G1,Cross-track error exceeds allowed limit.
7485.0,EnvironmentalLoads,A2,Environmental parameters out of valid modelled range.
7485.0,EnvironmentalLoads,G2,Environmental forces exceed defined envelope.
7485.0,HeadingController,G1,Cross-track error exceeds allowed limit.
7490.0,EnvironmentalLoads,A2,Environmental parameters out of valid modelled range.
7490.0,EnvironmentalLoads,G2,Environmental forces exceed defined envelope.
7490.0,HeadingController,G1,Cross-track error exceeds allowed limit.
7495.0,HeadingController,G1,Cross-track error exceeds allowed limit.
7500.0,EnvironmentalLoads,A2,Environmental parameters out of valid modelled range.
7500.0,HeadingController,G1,Cross-track error exceeds allowed limit.
7505.0,EnvironmentalLoads,A2,Environmental parameters out of valid modelled range.
7505.0,EnvironmentalLoads,G2,Environmental forces exceed defined envelope.
7505.0,HeadingController,G1,Cross-track error exceeds allowed limit.
7510.0,HeadingController,G1,Cross-track error exceeds allowed limit.
7515.0,EnvironmentalLoads,A2,Environmental parameters out of valid modelled range.
7515.0,HeadingController,G1,Cross-track error exceeds allowed limit.
7520.0,EnvironmentalLoads,A2,Environmental parameters out of valid modelled range.
7520.0,HeadingController,G1,Cross-track error exceeds allowed limit.
7525.0,HeadingController,G1,Cross-track error exceeds allowed limit.
7530.0,HeadingController,G1,Cross-track error exceeds allowed limit.
7535.0,EnvironmentalLoads,A2,Environmental parameters out of valid modelled range.
7535.0,HeadingController,G1,Cross-track error exceeds allowed limit.
7540.0,HeadingController,G1,Cross-track error exceeds allowed limit.
7545.0,HeadingController,G1,Cross-track error exceeds allowed limit.
7550.0,EnvironmentalLoads,A2,Environmental parameters out of valid modelled range.
7550.0,HeadingController,G1,Cross-track error exceeds allowed limit.
7555.0,HeadingController,G1,Cross-track error exceeds allowed limit.
7560.0,EnvironmentalLoads,A2,Environmental parameters out of valid modelled range.
7560.0,HeadingController,G1,Cross-track error exceeds allowed limit.
7565.0,HeadingController,G1,Cross-track error exceeds allowed limit.
7570.0,EnvironmentalLoads,A2,Environmental parameters out of valid modelled range.
7570.0,HeadingController,G1,Cross-track error exceeds allowed limit.
7575.0,HeadingController,G1,Cross-track error exceeds allowed limit.
7580.0,EnvironmentalLoads,A2,Environmental parameters out of valid modelled range.
7580.0,HeadingController,G1,Cross-track error exceeds allowed limit.
7585.0,EnvironmentalLoads,A2,Environmental parameters out of valid modelled range.
7585.0,HeadingController,G1,Cross-track error exceeds allowed limit.
7590.0,HeadingController,G1,Cross-track error exceeds allowed limit.
7595.0,EnvironmentalLoads,A2,Environmental parameters out of valid modelled range.
7595.0,HeadingController,G1,Cross-track error exceeds allowed limit.
7600.0,HeadingController,G1,Cross-track error exceeds allowed limit.
7605.0,HeadingController,G1,Cross-track error exceeds allowed limit.
7610.0,EnvironmentalLoads,A2,Environmental parameters out of valid modelled range.
7610.0,EnvironmentalLoads,G2,Environmental forces exceed defined envelope.
7610.0,HeadingController,G1,Cross-track error exceeds allowed limit.
7615.0,HeadingController,G1,Cross-track error exceeds allowed limit.
7620.0,EnvironmentalLoads,A2,Environmental parameters out of valid modelled range.
7620.0,HeadingController,G1,Cross-track error exceeds allowed limit.
7625.0,EnvironmentalLoads,A2,Environmental parameters out of valid modelled range.
7625.0,HeadingController,G1,Cross-track error exceeds allowed limit.
7630.0,EnvironmentalLoads,A2,Environmental parameters out of valid modelled range.
7630.0,HeadingController,G1,Cross-track error exceeds allowed limit.
7635.0,EnvironmentalLoads,A2,Environmental parameters out of valid modelled range.
7635.0,HeadingController,G1,Cross-track error exceeds allowed limit.
7640.0,EnvironmentalLoads,A2,Environmental parameters out of valid modelled range.
7640.0,EnvironmentalLoads,G2,Environmental forces exceed defined envelope.
7645.0,EnvironmentalLoads,G2,Environmental forces exceed defined envelope.
7705.0,EnvironmentalLoads,A2,Environmental parameters out of valid modelled range.
7720.0,EnvironmentalLoads,A2,Environmental parameters out of valid modelled range.
7735.0,EnvironmentalLoads,A2,Environmental parameters out of valid modelled range.
7745.0,EnvironmentalLoads,G2,Environmental forces exceed defined envelope.
7750.0,EnvironmentalLoads,A2,Environmental parameters out of valid modelled range.
7765.0,EnvironmentalLoads,A2,Environmental parameters out of valid modelled range.
7780.0,EnvironmentalLoads,A2,Environmental parameters out of valid modelled range.
7800.0,EnvironmentalLoads,A2,Environmental parameters out of valid modelled range.
7805.0,EnvironmentalLoads,G2,Environmental forces exceed defined envelope.
7815.0,EnvironmentalLoads,G2,Environmental forces exceed defined envelope.
7820.0,EnvironmentalLoads,A2,Environmental parameters out of valid modelled range.
7820.0,EnvironmentalLoads,G2,Environmental forces exceed defined envelope.
7825.0,EnvironmentalLoads,G2,Environmental forces exceed defined envelope.
7830.0,EnvironmentalLoads,G2,Environmental forces exceed defined envelope.
7835.0,EnvironmentalLoads,A2,Environmental parameters out of valid modelled range.
7845.0,EnvironmentalLoads,A2,Environmental parameters out of valid modelled range.
7855.0,HeadingController,G1,Cross-track error exceeds allowed limit.
7860.0,EnvironmentalLoads,G2,Environmental forces exceed defined envelope.
7860.0,HeadingController,G1,Cross-track error exceeds allowed limit.
7865.0,EnvironmentalLoads,A2,Environmental parameters out of valid modelled range.
7865.0,HeadingController,G1,Cross-track error exceeds allowed limit.
7870.0,HeadingController,G1,Cross-track error exceeds allowed limit.
7875.0,EnvironmentalLoads,A2,Environmental parameters out of valid modelled range.
7875.0,HeadingController,G1,Cross-track error exceeds allowed limit.
7880.0,EnvironmentalLoads,A2,Environmental parameters out of valid modelled range.
7880.0,HeadingController,G1,Cross-track error exceeds allowed limit.
7885.0,HeadingController,G1,Cross-track error exceeds allowed limit.
7890.0,HeadingController,G1,Cross-track error exceeds allowed limit.
7895.0,HeadingController,G1,Cross-track error exceeds allowed limit.
7895.0,SystemLevel,G2,Ship left scenario horizon.
